date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_mlp_8,yt_pred_stacked_mlp
1952-05-01,2139.7802631578943,2020.4424479878603,2131.209003391384,1876,2135.943013850513,2108.3941124616226
1952-06-01,2294.2539473684205,2171.969519866748,2278.762936864247,2272,2269.7155577380936,2207.8093877538113
1952-07-01,2684.46447368421,2559.2334311466457,2661.9568066407264,2612,2684.394358505219,2733.6900191222726
1952-08-01,3789.253947368421,3661.076283742187,3759.632717983981,3590,3034.7348630131005,3180.8044930512915
1952-09-01,3039.46447368421,2908.3402008825524,3002.6327761571665,2496,2886.170529707978,3044.3978895033088
1952-10-01,2570.4118421052626,2436.3409571092443,2526.27277063397,2441,2457.412065039796,2393.7043620233767
1952-11-01,2390.8855263157893,2253.868026045009,2339.3421750986,2340,2268.8184241257354,2220.6471577788975
1952-12-01,2152.359210526315,2012.3950943376049,2093.314673761584,2090,2050.9851740667355,2018.2979385608187
1953-01-01,1975.572807017544,1833.153176026692,1937.490584861074,1812,1941.2403823671848,1864.1554159885377
1953-02-01,1957.941228070175,1813.5571944642809,1913.1785149868088,1788,1874.60763595522,1816.670486556126
1953-03-01,2094.6254385964908,1948.2770002406744,2043.1176307184635,1837,1953.9523878268485,1912.39503473392
1953-04-01,2202.6780701754383,2054.365226214165,2144.360563634985,1993,2052.159336276746,2005.7203847073931
1953-05-01,2265.572807017544,2115.295556710847,2200.380997946899,2021,2106.013694969407,2054.827335105388
1953-06-01,2420.046491228069,2267.804832879787,2347.915775759471,2199,2347.070659818835,2295.872143032577
1953-07-01,2810.2570175438595,2656.050948449738,2731.122791809542,2622,2725.706456248555,2744.808213166378
1953-08-01,3915.04649122807,3758.876005335332,3828.84415136027,3787,3177.812773310017,3314.04978057198
1953-09-01,3165.2570175438595,3007.1221267657493,3071.921959674812,2914,3138.6287775133123,3318.8876987075237
1953-10-01,2696.204385964912,2536.105087282494,2595.6720062268523,2487,2807.735699686661,2800.505973695462
1953-11-01,2516.6780701754383,2354.614360508312,2408.8837647006026,2314,2485.0704908958687,2428.4612879268516
1953-12-01,2278.1517543859645,2114.12363309096,2163.0309193065887,2139,2199.950082345503,2166.385387604842
1954-01-01,2101.3653508771927,1935.8639190701,2007.4137882829632,2124,2028.9013016174065,1971.4214185565304
1954-02-01,2083.7337719298243,1917.250141797741,1983.3409782194644,2214,2033.03707997002,2026.1910545552696
1954-03-01,2220.41798245614,2052.952151864188,2113.5516556957664,2234,2174.3806753770696,2188.8486152580695
1954-04-01,2328.4706140350872,2160.022582127731,2215.0984522908184,2279,2286.803059071249,2266.3896934127674
1954-05-01,2391.365350877192,2221.935116914465,2271.4550522151453,2423,2315.1422867203964,2265.411107100131
1954-06-01,2545.839035087719,2375.4265973734578,2419.358297574013,2290,2499.8368507008518,2447.1650391086528
1954-07-01,2936.049561403508,2764.6549172334608,2802.96608310426,2903,2829.5950049824346,2804.0615208735735
1954-08-01,4040.839035087719,3868.462178409107,3901.1205140690463,4485,3470.152845207703,3597.9199930266395
1954-09-01,3291.0495614035085,3117.6905041295777,3144.663695731529,3085,3673.9962981629214,3872.9269081491975
1954-10-01,2821.996929824561,2647.655668936375,2668.911417565393,2852,2987.9649928185545,2943.684387109552
1954-11-01,2642.4706140350872,2467.147146452245,2482.653153254849,2629,2676.099494107129,2617.409691671753
1954-12-01,2403.944298245614,2227.638623324945,2237.3625870104224,2435,2443.885240448425,2406.714500256828
1955-01-01,2227.1578947368416,2050.3611135941383,2082.3400370702657,2227,2363.9560253649183,2329.934162620479
1955-02-01,2209.5263157894733,2032.729540611832,2058.894110024119,1944,2325.6775048387112,2333.4940390187808
1955-03-01,2346.210526315789,2169.4137549683314,2189.763972451655,2125,2325.7768251266166,2315.9242316487475
1955-04-01,2454.263157894736,2277.466389521928,2292.002255931822,2260,2439.76092366238,2433.3009864959436
1955-05-01,2517.1578947368416,2340.3611285987145,2349.082644675148,2299,2506.563989268156,2495.5662249826346
1955-06-01,2671.6315789473683,2494.83481334776,2497.7419807868946,2323,2571.794534825655,2489.2800867127867
1955-07-01,3061.842105263157,2885.045337497815,2882.138159003904,2659,3131.217731142353,3110.9317016651175
1955-08-01,4166.631578947368,3989.8348029635135,3981.1132845893353,3761,3754.4219752149424,3838.0567192499307
1955-09-01,3416.842105263157,3240.045332974037,3225.5094628063443,2779,3511.0659716520327,3662.3643359255448
1955-10-01,2947.78947368421,2770.992702070887,2750.6424831286167,2761,3020.8995821312537,3010.1388367292698
1955-11-01,2768.2631578947367,2591.4663838768097,2565.301819240363,2446,2805.4576845698434,2810.4035509360124
1955-12-01,2529.736842105263,2352.940065039563,2320.961155352109,2278,2515.250351415168,2511.828518927323
1956-01-01,2352.9504385964906,2176.6447595988084,2166.920809702008,1879,2304.385953692786,2280.0399452592205
1956-02-01,2335.3188596491223,2159.9953909065543,2144.489388879797,1881,2077.89622216376,2024.8083840048012
1956-03-01,2472.003070175438,2297.661809553106,2276.406059465153,2165,2206.753643751831,2197.4447551124586
1956-04-01,2580.0557017543856,2406.696648396755,2379.723453037021,2199,2380.812380307343,2404.223831950189
1956-05-01,2642.950438596491,2470.5735917635943,2437.9152538059298,2308,2421.2434247347323,2413.080643194861
1956-06-01,2797.4241228070173,2626.0294808026924,2587.718303877142,2529,2532.013347209393,2488.5244332262905
1956-07-01,3187.634649122807,3017.2222092428005,2973.290497987499,2573,2957.702340982496,2976.3122812425186
1956-08-01,4292.424122807017,4122.993878998553,4073.473941400159,3946,3325.365659051211,3406.807220003607
1956-09-01,3542.6346491228064,3374.186613299128,3319.1107393782795,3200,3400.2590234414592,3576.1613133682686
1956-10-01,3073.58201754386,2906.1161866860302,2845.5166813955466,2574,3125.9280195888728,3163.2174240959134
1956-11-01,2894.0557017543856,2727.5720727820058,2661.481241136168,2422,2644.655755118024,2584.352714553314
1956-12-01,2655.529385964912,2490.027958234811,2418.478102810672,2446,2365.2563045605884,2348.3878613890815
1957-01-01,2478.74298245614,2314.7148570841096,2265.807584657211,2828,2209.9319194209165,2185.1796727079673
1957-02-01,2461.111403508771,2299.0476926819083,2244.7782932655227,2879,2396.6857138532428,2448.903042626643
1957-03-01,2597.795614035087,2437.6963156185125,2378.129395215282,2800,2644.438169918069,2700.4151369310025
1957-04-01,2705.8482456140346,2547.713358752214,2482.9135220854378,2835,2707.2160701060634,2694.9031247874746
1957-05-01,2768.74298245614,2612.5725064091057,2542.604358086515,2585,2760.9019718165605,2732.7325820056412
1957-06-01,2923.2166666666662,2769.0105997382566,2693.9387453237773,2787,2735.434636675598,2659.6898078148392
1957-07-01,3313.4271929824554,3161.185532468417,3081.074578534068,3334,3037.611242141992,3023.917481850935
1957-08-01,4418.216666666667,4267.939406514221,4182.853962980543,4746,3794.0982032681222,3884.9026273460267
1957-09-01,3668.427192982456,3520.1143451048497,3430.11900392636,3613,3972.813147176359,4106.600753538058
1957-10-01,3199.3745614035083,3053.0261227818046,2958.185490845206,3463,3317.4388922459348,3278.386154500387
1957-11-01,3019.8482456140346,2875.464213167833,2775.8428974212898,3274,3089.131054134893,3029.6603856788633
1957-12-01,2781.321929824561,2638.902302910691,2534.564907865137,2801,3011.887588220732,2966.9218768136334
1958-01-01,2604.535526315789,2464.571406050042,2383.651840414901,2488,2950.37607079351,2920.5510497589294
1958-02-01,2586.9039473684206,2449.8864459378933,2364.4123016603203,2386,2812.294607818969,2799.3892474652607
1958-03-01,2723.5881578947365,2589.5172731645503,2499.585458181069,2428,2806.0963291527173,2821.5219132565244
1958-04-01,2831.6407894736835,2700.516520588304,2606.223941556096,2678,2840.769632525222,2845.802993299504
1958-05-01,2894.535526315789,2766.357872535249,2667.8014359959275,2744,2854.96546394912,2838.562465056755
1958-06-01,3049.009210526316,2923.778170154452,2821.0547836058267,2772,3102.7329683230723,3042.371757274882
1958-07-01,3439.219736842105,3316.935307174665,3210.1418791226342,3520,3622.677665454788,3565.8739863939213
1958-08-01,4544.009210526316,4424.671385510522,4313.90482780951,3833,4291.748214663574,4285.592189263006
1958-09-01,3794.219736842105,3677.828528391203,3563.1857349296106,3377,3953.5217687580607,3974.0768731853636
1958-10-01,3325.1671052631573,3211.7225103582105,3093.30038995662,3013,3688.9487441421434,3676.3986365297596
1958-11-01,3145.640789473684,3035.142805034291,2913.03826657475,2871,3315.070435048788,3313.8361574748315
1958-12-01,2907.11447368421,2799.563099067202,2673.873048994526,2592,2929.474858766748,2943.2135585103747
1959-01-01,2730.328070175438,2626.214406496605,2525.1050554541007,2375,2639.9219750397187,2630.3850825492727
1959-02-01,2712.6964912280696,2612.511650674509,2508.0428925432134,2304,2533.8365956968164,2520.811562570272
1959-03-01,2849.3807017543854,2753.124682191219,2645.4257268415377,2464,2602.3616225095875,2591.7053241619546
1959-04-01,2957.433333333333,2865.106133905025,2754.306189928022,2557,2799.8259956982624,2810.6061060832194
1959-05-01,3020.3280701754384,2931.929690142023,2818.1579660131915,2739,2877.6455282884067,2865.2400590837724
1959-06-01,3174.8017543859646,3090.332192051278,2973.717897202312,2714,3102.640008328244,3081.9004744080444
1959-07-01,3565.012280701754,3484.471533361544,3365.1438782322243,3102,3506.676416228849,3503.618588241988
1959-08-01,4669.801754385964,4593.189815987454,4471.278014366085,3961,3706.876170473378,3758.0948880279625
1959-09-01,3920.012280701754,3847.329163158187,3722.962410867052,3772,3787.628988835105,3884.3990118933725
1959-10-01,3450.9596491228067,3382.205349415247,3255.512857208813,3245,3581.6387678457595,3622.044721303995
1959-11-01,3271.433333333333,3206.6078483813803,3077.718827075574,3104,3227.395157250613,3214.5541289854596
1959-12-01,3032.907017543859,2972.010346704344,2841.054004677864,2869,2933.325402428933,2933.322067998999
1960-01-01,2856.120614035088,2799.6438584238,2694.818708253835,2513,2697.695857293647,2684.0772938156624
1960-02-01,2838.489035087719,2786.9233068917565,2680.321544393226,2385,2548.454668928199,2517.177722978665
1960-03-01,2975.1732456140344,2928.5185426985186,2820.301679675711,2756,2607.303089565304,2601.6257808713353
1960-04-01,3083.225877192982,3041.482198702378,2931.811745680237,2927,2857.9722013731675,2894.7603404988895
1960-05-01,3146.120614035088,3109.2879592294275,2998.3254266173326,2940,3038.7646082029946,3055.517673387243
1960-06-01,3300.5942982456136,3268.672665428736,3156.579564592259,3180,3115.183068841626,3074.59995614965
1960-07-01,3690.804824561403,3663.794211029054,3550.73205434186,3791,3546.0605118340486,3519.4850199687285
1960-08-01,4795.594298245615,4773.494697945017,4659.625001129291,4093,4119.843438093832,4120.807627056549
1960-09-01,4045.804824561403,4028.6162494058026,3914.100510217712,4309,4083.8782022582704,4091.5857963455487
1960-10-01,3576.752192982456,3564.474639952916,3449.474371080808,3532,3933.3221929268257,3946.670133226011
1960-11-01,3397.225877192982,3389.859343209101,3274.5360574027864,3408,3524.977976853388,3488.680763231211
1960-12-01,3158.6995614035086,3156.244045822117,3040.759253394176,2839,3208.6409922094062,3206.1861585805796
1961-01-01,2981.9131578947363,2984.859761831626,2897.444277293128,2792,2762.7238613661325,2711.545270048491
1961-02-01,2964.281578947368,2973.121414589635,2885.899735689384,2798,2731.545908249515,2711.53240331519
1961-03-01,3100.965789473684,3115.698854686449,3028.864795162613,3007,2959.2364317798324,2961.2915157076045
1961-04-01,3209.018421052631,3229.6447149803616,3143.392087291767,3086,3179.737601065583,3190.4929440160086
1961-05-01,3271.9131578947363,3298.432679797464,3212.955296287372,3201,3300.236660985464,3262.513300096862
1961-06-01,3426.386842105263,3458.7995902868247,3374.291264254692,3428,3566.009828370394,3506.8735765538217
1961-07-01,3816.597368421052,3854.903340177196,3771.557885930566,3754,3973.129857955104,3909.7206341596693
1961-08-01,4921.386842105263,4965.586031383211,4883.597266578154,4917,4239.829185864329,4181.346276780447
1961-09-01,4171.597368421052,4221.68978713405,4141.251511460613,3760,4585.936468135064,4534.417102189751
1961-10-01,3702.544736842105,3758.5303819712144,3679.836410051629,3609,3952.092895391249,3869.4679941613176
1961-11-01,3523.018421052632,3584.897289517453,3508.14143603541,3471,3635.879728345848,3603.2254408866406
1961-12-01,3284.4921052631576,3352.264196420522,3277.640273622485,3347,3250.9255699170017,3233.892557109286
1962-01-01,3107.7057017543857,3181.8621167200827,3137.633241051005,3333,3150.208500438561,3150.2472883936343
1962-02-01,3090.074122807017,3171.105973768145,3129.428944910708,3456,3189.1231988231925,3178.43308508012
1962-03-01,3226.758333333333,3314.6656181550125,3275.7665517812684,3569,3417.444311696019,3417.952678673082
1962-04-01,3334.8109649122803,3429.5936827389764,3393.698693241636,3900,3571.028695200807,3540.2391009211865
1962-05-01,3397.705701754385,3499.363851846132,3466.699053502335,3909,3773.1212521204006,3727.1925425987924
1962-06-01,3552.179385964912,3660.712966625545,3631.5044746686326,4098,3947.491755739718,3851.997763115905
1962-07-01,3942.3899122807015,4057.798920805969,4032.272851477366,4826,4326.364190243392,4202.481698684727
1962-08-01,5047.179385964912,5169.463816302036,5147.846289191696,5770,4774.017682144118,4640.694589770635
1962-09-01,4297.3899122807015,4426.549776342928,4409.066893074779,5108,4692.028769418816,4583.9901209256395
1962-10-01,3828.337280701754,3964.372575470145,3951.250452600301,4360,4465.679336300493,4318.317729553967
1962-11-01,3648.81096491228,3791.721687306436,3783.186441452471,4100,4050.528367554912,3910.008990652405
1962-12-01,3410.2846491228065,3560.070798499557,3556.348543841814,3562,3776.160392683064,3677.5378395248904
1963-01-01,3233.4982456140347,3390.65092308917,3420.037078006486,3284,3497.2422406123223,3407.4355580013057
1963-02-01,3215.8666666666663,3380.8769844272856,3415.560650536224,3278,3434.0444897388074,3341.497445537207
1963-03-01,3352.5508771929817,3525.418833104206,3565.658428010701,3424,3616.794154493362,3522.718550393279
1963-04-01,3460.6035087719297,3641.329101978223,3687.3830420088666,3843,3909.351561667384,3807.9399269871774
1963-05-01,3523.4982456140347,3712.0814753754303,3764.208176741248,3614,4134.267253249099,4007.7632596513354
1963-06-01,3677.971929824561,3874.412794444897,3932.870674313106,3536,4280.379008414773,4080.40292805217
1963-07-01,4068.182456140352,4272.480952915373,4337.528429461285,4505,4635.688987725587,4401.946567035039
1963-08-01,5172.971929824562,5385.128052701492,5457.023547448942,5456,5029.833476791291,4813.052522192539
1963-09-01,4423.18245614035,4643.196217032436,4722.198133539234,4881,5033.501498483392,4835.64128546942
1963-10-01,3954.129824561403,4182.001220449707,4268.367977205848,4041,4725.717307107856,4534.03449324617
1963-11-01,3774.6035087719297,4010.332536576051,4104.32255213299,3724,4254.4514392657375,4098.647097212725
1963-12-01,3536.077192982456,3779.6638520592246,3881.535542531189,3525,3747.763478742794,3657.273144179083
1964-01-01,3359.290789473684,3611.226180938891,3749.307266638597,3437,3445.4088768012944,3391.9876130686516
1964-02-01,3341.659210526316,3602.4344465670574,3748.946331044956,3324,3426.4491241954597,3375.169424650379
1964-03-01,3478.343421052631,3747.95849953403,3903.191902329935,3977,3619.637497236584,3548.3578113770473
1964-04-01,3586.396052631578,3864.8509726981,4029.096612072484,4025,4089.938932468347,4034.156887867859
1964-05-01,3649.290789473684,3936.58555038536,4110.1341444831305,4016,4043.587999772916,3935.6203744661975
1964-06-01,3803.7644736842094,4099.899073744879,4283.041341667137,4031,4151.863201701111,3979.8000768627853
1964-07-01,4193.974999999999,4498.949436505408,4691.976098361346,4489,4635.081177407609,4417.164980854935
1964-08-01,5298.76447368421,5612.57874058158,5815.780519828915,5563,4941.42680630975,4732.131226207495
1964-09-01,4548.974999999999,4871.629109202577,5085.296711333003,5709,4961.184636410441,4789.11196932906
1964-10-01,4079.922368421052,4411.4163169099,4635.840462347291,4620,4791.19808755656,4626.783760468807
1964-11-01,3900.396052631578,4240.729837326297,4476.201246555992,4160,4333.23637668288,4157.653057790016
1964-12-01,3661.869736842105,4011.043357099522,4257.852748169633,4012,3933.2934214184265,3795.076501892065
1965-01-01,3485.083333333333,3843.587890269241,4130.095285426365,3987,3703.201152560239,3613.4910236277815
1965-02-01,3467.4517543859643,3835.7783601874617,4134.237464915926,4155,3725.436017216542,3640.103878657564
1965-03-01,3604.135964912281,3982.284617444486,4293.018453217994,4054,4143.036879109926,4024.20811589477
1965-04-01,3712.188596491228,4100.159294898608,4423.490881911512,4485,4231.581876654223,4089.5506703743063
1965-05-01,3775.083333333333,4172.876076875921,4509.128435207011,4558,4396.050911498625,4240.221647027617
1965-06-01,3929.55701754386,4337.171804525492,4686.667955209751,4462,4488.516014033369,4281.381917532497
1965-07-01,4319.767543859649,4737.204371576075,5100.267336656575,4594,4743.348048292252,4481.513252282018
1965-08-01,5424.557017543859,5851.815879942299,6228.768684810642,6481,5058.293716551852,4778.684273490579
1965-09-01,4674.767543859649,5111.848452853348,5503.014104935109,6345,5309.064625131422,5050.542413196853
1965-10-01,4205.714912280701,4652.617864850725,5058.319386503658,5142,5125.528767615356,4857.925110834974
1965-11-01,4026.188596491228,4482.913589557173,4903.474003200504,4824,4690.961191824304,4431.771961870521
1965-12-01,3787.6622807017534,4254.209313620451,4689.95163923617,4573,4420.549958791445,4206.089709741724
1966-01-01,3610.875877192982,4087.736051080223,4567.05261284881,4158,4244.418913978325,4089.3298577205596
1966-02-01,3593.244298245613,4080.908725288496,4576.085530628163,4140,4071.904471084594,3902.2440398219974
1966-03-01,3729.9285087719295,4228.397186835573,4739.789559153902,4251,4137.355734254574,3948.1416713678186
1966-04-01,3837.981140350877,4347.2540685797485,4875.217330004975,4734,4478.2503067705165,4280.353412600478
1966-05-01,3900.875877192982,4420.953054847113,4965.84252739191,4858,4673.537972806118,4460.1730042494
1966-06-01,4055.3495614035087,4586.230986786737,5148.401993419969,4798,4710.054854738727,4451.897875796189
1966-07-01,4445.560087719298,4987.245758127372,5567.053622825993,5080,4959.920933877017,4630.997576738005
1966-08-01,5550.349561403508,6102.83947078365,6700.639520873144,6905,5341.994597546807,5000.383181644891
1966-09-01,4800.560087719297,5363.85424798475,5980.001792824577,5504,5454.659626901842,5146.080201982923
1966-10-01,4331.507456140351,4905.605864272179,5540.456228153973,5457,5122.69935274591,4798.048667516636
1966-11-01,4151.9811403508775,4736.88379326868,5390.792300545547,5198,4948.512770941042,4677.478469913072
1966-12-01,3913.454824561403,4509.161721622012,5182.4836942098245,4890,4729.919052628776,4495.8350006125675
